Source Node    	Target Node    	Interaction Source	Interaction Type
OGN	339535	Bayes	Directed
OGN	CES1	Bayes	Directed
OGN	SLC22A3	Bayes	Directed
OGN	PHLDB2	Bayes	Directed
OGN	SLC13A4	Bayes	Directed
OGN	SLC6A20	Bayes	Directed
BRMS1L	PCTK2	Bayes	Directed
BRMS1L	BTBD1	Bayes	Directed
BRMS1L	PLDN	Bayes	Directed
HN1	FAIM2	Bayes	Directed
CAMK4	DNMT3A	Bayes	Directed
XK	MAPK8	Bayes	Directed
XK	SCN2A	Bayes	Directed
TNFRSF11B	WWTR1	Bayes	Directed
SELENBP1	ACOX2	Bayes	Directed
79154	PKP3	Bayes	Directed
HNRNPA0	CDKN3	Bayes	Directed
BCL6	RP5-1022P6.2	Bayes	Directed
ANKRD22	Contig38942_RC	Bayes	Directed
ANKRD22	TNFAIP3	Bayes	Directed
M6PRBP1	hCT2270866	Bayes	Directed
UBE2V2	LMO3	Bayes	Directed
UBE2V2	AP1S2	Bayes	Directed
UBE2V2	COPS4	Bayes	Directed
UBE2V2	ADAMTS5	Bayes	Directed
UBE2V2	FGF12	Bayes	Directed
UBE2V2	Contig10653_RC	Bayes	Directed
UBE2V2	AKAP11	Bayes	Directed
UBE2V2	CCNC	Bayes	Directed
UBE2V2	AF052152	Bayes	Directed
UBE2V2	HMGCLL1	Bayes	Directed
KCNC2	C1orf151	Bayes	Directed
KCNC2	ZMAT4	Bayes	Directed
KCNC2	NXPH2	Bayes	Directed
AK022155	Contig11065_RC	Bayes	Directed
CD48	PSCDBP	Bayes	Directed
CD48	FAIM3	Bayes	Directed
CYP2B7P1	284395	Bayes	Directed
CYP2B7P1	C16orf85	Bayes	Directed
CYP2B7P1	CYP2B6	Bayes	Directed
PCGF2	CCDC77	Bayes	Directed
PCGF2	AF087961	Bayes	Directed
PCGF2	FAM82B	Bayes	Directed
TPP1	CLU	Bayes	Directed
C4B	AF131813	Bayes	Directed
C4B	C4A	Bayes	Directed
439949	SHISA2	Bayes	Directed
439949	MYCN	Bayes	Directed
HSG00509913	PCDHB5	Bayes	Directed
HSG00509913	EZR	Bayes	Directed
KIAA1199	MAB21L1	Bayes	Directed
KIAA1199	TWIST1	Bayes	Directed
KIAA1199	CLEC10A	Bayes	Directed
Contig38604_RC	ITGA2	Bayes	Directed
SVIL	FOXC1	Bayes	Directed
SVIL	PLAU	Bayes	Directed
SVIL	TBX15	Bayes	Directed
SVIL	GATA6	Bayes	Directed
SVIL	FOSL2	Bayes	Directed
348938	DMRT2	Bayes	Directed
348938	79899	Bayes	Directed
348938	GPR62	Bayes	Directed
348938	SLC25A13	Bayes	Directed
Contig41578_RC	HSS00327746	Bayes	Directed
HSG00415602	KIAA1109	Bayes	Directed
HSG00415602	HSS00074747	Bayes	Directed
AF007147	IGSF9B	Bayes	Directed
ATP1A2	GPR125	Bayes	Directed
H2AFZ	HSG00256715	Bayes	Directed
CHMP2B	HRH3	Bayes	Directed
C12orf34	C1orf133	Bayes	Directed
CTDSP1	TLN1	Bayes	Directed
CTDSP1	TNS1	Bayes	Directed
AK055351	XM_173249	Bayes	Directed
Contig46578_RC	SOS1	Bayes	Directed
D83543	285835	Bayes	Directed
D83543	HLA-G	Bayes	Directed
D83543	MMD	Bayes	Directed
D83543	HCG18	Bayes	Directed
ITGBL1	389558	Bayes	Directed
ITGBL1	LTBP2	Bayes	Directed
ITGBL1	ITGBL1	Bayes	Directed
BAZ2A	SLC2A1	Bayes	Directed
BAZ2A	TBX3	Bayes	Directed
BAZ2A	BAIAP2L1	Bayes	Directed
CYBA	CMTM3	Bayes	Directed
CYBA	PARVG	Bayes	Directed
4-Sep	KIAA1598	Bayes	Directed
4-Sep	SPTBN1	Bayes	Directed
4-Sep	GAB2	Bayes	Directed
4-Sep	401282	Bayes	Directed
Contig11065_RC	RAB11FIP5	Bayes	Directed
CD59	TEKT5	Bayes	Directed
TRPM4	CCDC105	Bayes	Directed
AF078844	MT1F	Bayes	Directed
AF078844	MT1G	Bayes	Directed
C17orf60	AHRR	Bayes	Directed
FAM123A	AF075035	Bayes	Directed
FAM123A	Contig19324_RC	Bayes	Directed
FAM123A	BBX	Bayes	Directed
PHIP	ELK4	Bayes	Directed
PHIP	Contig41850_RC	Bayes	Directed
XM_212284	AK091348	Bayes	Directed
CD33	RNASE6	Bayes	Directed
CD33	CD84	Bayes	Directed
CD33	AF086214	Bayes	Directed
CD33	HLA-DMA	Bayes	Directed
FBXO4	Contig10973_RC	Bayes	Directed
HSS00008035	728190	Bayes	Directed
HSS00001998	NCK1	Bayes	Directed
KCNIP3	RPH3A	Bayes	Directed
KCNIP3	VGF	Bayes	Directed
KCNIP3	AK097571	Bayes	Directed
KCNIP3	NPTXR	Bayes	Directed
KCNIP3	FLRT1	Bayes	Directed
KCNIP3	387856	Bayes	Directed
KCNIP3	SPATA2L	Bayes	Directed
KCNIP3	4-Mar	Bayes	Directed
KCNIP3	STX1A	Bayes	Directed
KCNIP3	CYP2R1	Bayes	Directed
RPH3A	TMEM151B	Bayes	Directed
RPH3A	C7orf51	Bayes	Directed
RPH3A	DIRAS1	Bayes	Directed
RPH3A	SCRT1	Bayes	Directed
FBXO9	LGI4	Bayes	Directed
FBXO9	AK055026	Bayes	Directed
FBXO9	NME5	Bayes	Directed
ACP1	Contig27184_RC	Bayes	Directed
ACP1	SLC11A2	Bayes	Directed
ACP1	PDGFA	Bayes	Directed
VEZF1	SALL1	Bayes	Directed
VEZF1	MBNL3	Bayes	Directed
VEZF1	MID1IP1	Bayes	Directed
LAPTM5	SLC7A7	Bayes	Directed
AL359337	SMG6	Bayes	Directed
AL359337	ADM	Bayes	Directed
Contig31799_RC	BC041441	Bayes	Directed
Contig31799_RC	hCT2288190	Bayes	Directed
Contig31799_RC	ADAMTS12	Bayes	Directed
Contig31799_RC	AK056897	Bayes	Directed
Contig31799_RC	AF210649	Bayes	Directed
Contig31799_RC	OR6K3	Bayes	Directed
Contig31799_RC	XM_210598	Bayes	Directed
LILRB4	HSS00164826	Bayes	Directed
LILRB4	387882	Bayes	Directed
NOC3L	ICA1	Bayes	Directed
ZDHHC9	OLIG2	Bayes	Directed
ENST00000278622	hCT13153.3	Bayes	Directed
ENST00000278622	HSS00257509	Bayes	Directed
ENST00000278622	C8orf70	Bayes	Directed
ENST00000278622	AJ012492	Bayes	Directed
NDUFA5	BLOC1S2	Bayes	Directed
C9orf165	TMC2	Bayes	Directed
AK022016	HSD17B7	Bayes	Directed
AK022016	AL833462	Bayes	Directed
PER1	DUSP9	Bayes	Directed
PER1	BTNL9	Bayes	Directed
PPP1R1B	Contig42006_RC	Bayes	Directed
GRIA2	FGF7	Bayes	Directed
GRIA2	NRXN1	Bayes	Directed
GRIA2	SLC16A7	Bayes	Directed
GRIA2	SCN2A	Bayes	Directed
GRIA2	PSD3	Bayes	Directed
GRIA2	ITGBL1	Bayes	Directed
GRIA2	PRKAR2B	Bayes	Directed
ENST00000285289	hCT1970919	Bayes	Directed
ENST00000285289	BC038548	Bayes	Directed
SP1	AL832409	Bayes	Directed
SP1	HSS00079487	Bayes	Directed
CNTN4	HSS00171995	Bayes	Directed
HSS00009259	PHOX2A	Bayes	Directed
HSS00009259	BC035268	Bayes	Directed
HSS00046547	Contig23338_RC	Bayes	Directed
HSS00046547	HSS00090082	Bayes	Directed
HSS00046547	hCT2309967	Bayes	Directed
HSS00046547	C6orf54	Bayes	Directed
HLA-DMB	FOLR2	Bayes	Directed
HLA-DMB	CYTL1	Bayes	Directed
XM_172409	OR6T1	Bayes	Directed
XM_172409	MLLT6	Bayes	Directed
BCL2L12	PFN1	Bayes	Directed
PARP4	hCT2314334	Bayes	Directed
PARP4	FAM114A1	Bayes	Directed
PARP4	TP53INP1	Bayes	Directed
MAP3K8	INSM1	Bayes	Directed
HSG00454603	Contig14375_RC	Bayes	Directed
OLAH	AK055527	Bayes	Directed
BC041657	HSS00226518	Bayes	Directed
MRGPRF	MARVELD1	Bayes	Directed
NM_024978	ACTR1B	Bayes	Directed
NM_024978	AK023774	Bayes	Directed
RASGRP3	QDPR	Bayes	Directed
AF087999	PMM2	Bayes	Directed
728962	HSG00508405	Bayes	Directed
728962	hCG_2015956	Bayes	Directed
IFNGR1	PDK4	Bayes	Directed
IGFBP2	TMEM200B	Bayes	Directed
HIST2H2BE	DLL1	Bayes	Directed
MICA	GFAP	Bayes	Directed
CCDC8	ABCC3	Bayes	Directed
CTSC	CPVL	Bayes	Directed
730125	HCN4	Bayes	Directed
ARHGAP30	LGALS9	Bayes	Directed
ARHGAP30	NFATC2	Bayes	Directed
ARHGAP30	RIN3	Bayes	Directed
ARHGAP30	AK024800	Bayes	Directed
ARHGAP30	NAPSB	Bayes	Directed
ASAH2	KIAA1524	Bayes	Directed
CDH19	HSS00328120	Bayes	Directed
OIT3	Contig32990_RC	Bayes	Directed
OIT3	CLRN1	Bayes	Directed
IER3	JUN	Bayes	Directed
HSG00508115	CCDC38	Bayes	Directed
CALD1	SMAD6	Bayes	Directed
Contig38388_RC	Contig45464_RC	Bayes	Directed
Contig38388_RC	SLC6A1	Bayes	Directed
Contig38388_RC	MMD2	Bayes	Directed
Contig38388_RC	CSPG5	Bayes	Directed
Contig38388_RC	ROPN1B	Bayes	Directed
Contig38388_RC	CHRDL2	Bayes	Directed
KANK2	OLFML2A	Bayes	Directed
C1R	NOD2	Bayes	Directed
CYP39A1	HSS00018228	Bayes	Directed
FGF7	728433	Bayes	Directed
Contig41852	AK096487	Bayes	Directed
GABRA4	CA5A	Bayes	Directed
GABRA4	AK001875	Bayes	Directed
GABRA4	SNTG1	Bayes	Directed
644316	DCC	Bayes	Directed
EFCAB2	AK095945	Bayes	Directed
EFCAB2	AF075115	Bayes	Directed
Contig37803_RC	AF074997	Bayes	Directed
LRP2	LGR5	Bayes	Directed
AQP4	TMEM176B	Bayes	Directed
AQP4	STON2	Bayes	Directed
AQP4	LIX1	Bayes	Directed
AQP4	SLC35F5	Bayes	Directed
AQP4	DOCK7	Bayes	Directed
AQP4	PLSCR4	Bayes	Directed
AQP4	RFX4	Bayes	Directed
AQP4	CASP7	Bayes	Directed
AK026384	ELMOD1	Bayes	Directed
AK026384	GRAMD1B	Bayes	Directed
AK026384	FGF9	Bayes	Directed
AK026384	KCNK1	Bayes	Directed
GTF2H2	OCLN	Bayes	Directed
KLRG1	CMAH	Bayes	Directed
KLRG1	AK098597	Bayes	Directed
hCT2272002	400796	Bayes	Directed
hCT2272002	SERPINB2	Bayes	Directed
HSG00503885	SERF1A	Bayes	Directed
SPG3A	MFSD4	Bayes	Directed
Contig12216_RC	POU5F1P1	Bayes	Directed
AGXT2L1	GJB6	Bayes	Directed
AGXT2L1	S73397	Bayes	Directed
AGXT2L1	SLC25A18	Bayes	Directed
AGXT2L1	PRSS35	Bayes	Directed
AGXT2L1	Contig45549_RC	Bayes	Directed
AGXT2L1	ATP13A4	Bayes	Directed
PRKAA2	BC003629	Bayes	Directed
KLHL6	CD300LF	Bayes	Directed
SOX9	TPP1	Bayes	Directed
SOX9	PAX6	Bayes	Directed
SOX9	CHDH	Bayes	Directed
HSS00043882	HSS00001253	Bayes	Directed
HSS00043882	HSS00230103	Bayes	Directed
KCNA1	HSS00334445	Bayes	Directed
HSS00233865	286187	Bayes	Directed
HLA-DRB1	HLA-DQA1	Bayes	Directed
HLA-DRB1	HLA-DRB5	Bayes	Directed
hCT15629.3	LIN28B	Bayes	Directed
PDE4DIP	SMAD5	Bayes	Directed
COL1A2	VCAM1	Bayes	Directed
COL1A2	CPZ	Bayes	Directed
COL1A2	Contig28712_RC	Bayes	Directed
COL1A2	SIX1	Bayes	Directed
COL1A2	ECM2	Bayes	Directed
COL1A2	COL1A1	Bayes	Directed
COL1A2	Contig41804_RC	Bayes	Directed
COL1A2	COL3A1	Bayes	Directed
COL1A2	KLF5	Bayes	Directed
84888	HSG00298675	Bayes	Directed
ALCAM	57521	Bayes	Directed
ALCAM	H6PD	Bayes	Directed
ALCAM	CPLX2	Bayes	Directed
ALCAM	TMED7	Bayes	Directed
hCT1643593.1	MDH1	Bayes	Directed
hCT1643593.1	GRIK2	Bayes	Directed
hCT1643593.1	hCT28665.1	Bayes	Directed
hCT1643593.1	SIX5	Bayes	Directed
hCT1643593.1	KIFAP3	Bayes	Directed
hCT1643593.1	ABHD12B	Bayes	Directed
hCT1643593.1	RAD18	Bayes	Directed
hCT1643593.1	CLGN	Bayes	Directed
147343	ACADSB	Bayes	Directed
147343	AL360257	Bayes	Directed
AK057923	730057	Bayes	Directed
NINJ2	283547	Bayes	Directed
NINJ2	DBNDD2	Bayes	Directed
NINJ2	OPALIN	Bayes	Directed
NINJ2	CYB5R2	Bayes	Directed
NINJ2	SOX2OT	Bayes	Directed
AK094803	STX19	Bayes	Directed
84709	10777	Bayes	Directed
AJ227908	CALM3	Bayes	Directed
GPR4	RERGL	Bayes	Directed
GPR4	MICALL2	Bayes	Directed
GPR4	C5AR1	Bayes	Directed
GPR4	CRISPLD2	Bayes	Directed
GPR4	AF147321	Bayes	Directed
GPR4	IL4R	Bayes	Directed
GPR4	ENPEP	Bayes	Directed
GPR4	SH2D2A	Bayes	Directed
GPR4	HEYL	Bayes	Directed
NM_014084	AL831855	Bayes	Directed
NM_014084	AK022390	Bayes	Directed
NM_014084	AK021516	Bayes	Directed
NM_014084	57244	Bayes	Directed
NM_014084	AL049991	Bayes	Directed
NM_014084	IGSF9B	Bayes	Directed
NM_014084	RP1-177G6.2	Bayes	Directed
NM_014084	HSS00049046	Bayes	Directed
NM_014084	HSS00020262	Bayes	Directed
NM_014084	AK056890	Bayes	Directed
MLC1	ITM2C	Bayes	Directed
MLC1	METRN	Bayes	Directed
MLC1	ACSF2	Bayes	Directed
HSS00248381	MBD5	Bayes	Directed
HSS00248381	XIST	Bayes	Directed
HSS00248381	UBE4B	Bayes	Directed
RTN4	S73397	Bayes	Directed
CCDC88A	ANKRD18B	Bayes	Directed
CCDC88A	Contig63811_RC	Bayes	Directed
BMP2K	AK055572	Bayes	Directed
GPR153	ZNF469	Bayes	Directed
GPR153	TCERG1L	Bayes	Directed
Contig8806_RC	XM_210415	Bayes	Directed
Contig8806_RC	HSS00056336	Bayes	Directed
Contig8806_RC	BC039490	Bayes	Directed
Contig8806_RC	Contig16983_RC	Bayes	Directed
Contig8806_RC	389370	Bayes	Directed
Contig8806_RC	HSS00053543	Bayes	Directed
Contig8806_RC	HSS00183458	Bayes	Directed
Contig8806_RC	HSS00060659	Bayes	Directed
Contig34504_RC	AL137425	Bayes	Directed
Contig34504_RC	ACSL6	Bayes	Directed
LMNA	MVP	Bayes	Directed
LMNA	H2AFJ	Bayes	Directed
HSS00339912	HSS00020332	Bayes	Directed
GSTM4	GSTM2	Bayes	Directed
GSTM4	GSTM5	Bayes	Directed
TXNIP	PDGFRL	Bayes	Directed
CFH	PDLIM1	Bayes	Directed
CFH	CFHR1	Bayes	Directed
CSGALNACT2	HSG00506381	Bayes	Directed
AF218021	PRB2	Bayes	Directed
AF218021	AL133627	Bayes	Directed
AF218021	MSTO1	Bayes	Directed
SVOP	CDK5R2	Bayes	Directed
SVOP	CCKBR	Bayes	Directed
SVOP	GPR61	Bayes	Directed
PIGZ	SLC22A18	Bayes	Directed
64752	C12orf64	Bayes	Directed
64752	DOCK3	Bayes	Directed
CD300A	hCT2270866	Bayes	Directed
KIT	SV2C	Bayes	Directed
KIT	CXCL14	Bayes	Directed
CHRM2	HSS00266489	Bayes	Directed
CHRM2	XM_069047	Bayes	Directed
MAP4K4	TGFB3	Bayes	Directed
MAP4K4	ANP32B	Bayes	Directed
GGN	HES7	Bayes	Directed
GGN	C16orf48	Bayes	Directed
GGN	CSHL1	Bayes	Directed
GGN	U87229	Bayes	Directed
GGN	XM_212516	Bayes	Directed
XM_174444	hCT1829755.2	Bayes	Directed
NM_173713	730037	Bayes	Directed
NM_173713	Contig17607_RC	Bayes	Directed
NM_173713	HSS00327785	Bayes	Directed
ZIC2	ANPEP	Bayes	Directed
ZIC2	SNCAIP	Bayes	Directed
ZIC2	SIX5	Bayes	Directed
ZIC2	MSX1	Bayes	Directed
ZIC2	GPRC5C	Bayes	Directed
ZIC2	TIMP3	Bayes	Directed
PPP1R14A	COL9A3	Bayes	Directed
PPP1R14A	TGFA	Bayes	Directed
PPP1R14A	RBP7	Bayes	Directed
PPP1R14A	Contig46989_RC	Bayes	Directed
GNAQ	SLMAP	Bayes	Directed
GNAQ	SPAG9	Bayes	Directed
GNAQ	LIN7C	Bayes	Directed
GNAQ	ATF2	Bayes	Directed
GNAQ	CCDC6	Bayes	Directed
GNAQ	EGLN1	Bayes	Directed
TSGA10	AK054822	Bayes	Directed
RNF126P1	CHST13	Bayes	Directed
RNF126P1	C22orf29	Bayes	Directed
645321	NR2E1	Bayes	Directed
645321	SLC25A18	Bayes	Directed
645321	Contig57081_RC	Bayes	Directed
645321	SLC1A4	Bayes	Directed
645321	hCT1970811	Bayes	Directed
645321	SALL3	Bayes	Directed
645321	HSS00062828	Bayes	Directed
645321	TNS3	Bayes	Directed
645321	LHX2	Bayes	Directed
PITPNM3	C1orf76	Bayes	Directed
PITPNM3	DDN	Bayes	Directed
HSS00045980	Contig36385_RC	Bayes	Directed
HSS00045980	Contig20600_RC	Bayes	Directed
HSS00045980	SREBF2	Bayes	Directed
ENST00000286728	ANP32B	Bayes	Directed
HSPE1	SDF2L1	Bayes	Directed
HSPE1	AVIL	Bayes	Directed
HSPE1	hCT1805937.2	Bayes	Directed
CNNM3	Contig41578_RC	Bayes	Directed
CNNM3	BC041650	Bayes	Directed
Contig41774_RC	INADL	Bayes	Directed
BC038775	ADAMTSL1	Bayes	Directed
BC038775	HSS00056197	Bayes	Directed
BC038775	124220	Bayes	Directed
CSDA	GPR4	Bayes	Directed
CSDA	CHSY1	Bayes	Directed
CSDA	BTG1	Bayes	Directed
CSDA	SRGN	Bayes	Directed
ENST00000301688	FAM152A	Bayes	Directed
ITM2A	ABCG2	Bayes	Directed
YWHAG	MAP1B	Bayes	Directed
YWHAG	YWHAB	Bayes	Directed
YWHAG	BASP1	Bayes	Directed
YWHAG	CHN1	Bayes	Directed
YWHAG	AL355699	Bayes	Directed
SLC22A2	CPXM1	Bayes	Directed
SLC22A2	SLC22A6	Bayes	Directed
SLC22A2	DSC3	Bayes	Directed
SLC22A2	645638	Bayes	Directed
SLC22A2	AGTR1	Bayes	Directed
GPR177	AGT	Bayes	Directed
GPR177	TMCO4	Bayes	Directed
GPR177	PLTP	Bayes	Directed
GPR177	EFEMP1	Bayes	Directed
UBE2NL	IPO5	Bayes	Directed
UBE2NL	GTF2H3	Bayes	Directed
UBE2NL	UCHL3	Bayes	Directed
UBE2NL	MRPL30	Bayes	Directed
UBE2NL	HSP90AA5P	Bayes	Directed
UBE2NL	PDGFRB	Bayes	Directed
UBE2NL	hCT1644265.2	Bayes	Directed
UBE2NL	ENST00000296973	Bayes	Directed
RAB20	NFKBIZ	Bayes	Directed
RAB20	EMP1	Bayes	Directed
HSS00051681	HSS00178988	Bayes	Directed
ELOVL5	FOXO1	Bayes	Directed
150166	SERF1A	Bayes	Directed
FAM38B	HSS00267021	Bayes	Directed
FAM38B	P2RX7	Bayes	Directed
FAM38B	C18orf58	Bayes	Directed
GNG3	PARK2	Bayes	Directed
GNG3	NRSN1	Bayes	Directed
GNG3	STAR	Bayes	Directed
GNG3	CCK	Bayes	Directed
GNG3	U79277	Bayes	Directed
GNG3	ATCAY	Bayes	Directed
GNG3	CRYM	Bayes	Directed
GNG3	RBM9	Bayes	Directed
GNG3	PRMT8	Bayes	Directed
GNG3	HAR1A	Bayes	Directed
MFAP4	IGFN1	Bayes	Directed
MFAP4	AK024935	Bayes	Directed
MFAP4	IGF2	Bayes	Directed
MFAP4	DCN	Bayes	Directed
MFAP4	ITIH2	Bayes	Directed
COL5A3	Contig38388_RC	Bayes	Directed
COL5A3	AIFM3	Bayes	Directed
GALNT9	KIAA1549	Bayes	Directed
GALNT9	OSBPL3	Bayes	Directed
GALNT9	ASB2	Bayes	Directed
TF	XM_212411	Bayes	Directed
HSPA1L	400684	Bayes	Directed
HSPA1L	KLHL25	Bayes	Directed
HSPA1L	HSS00216336	Bayes	Directed
HSPA1L	ZNF323	Bayes	Directed
HSPA1L	HTR1D	Bayes	Directed
HSPA1L	RFPL3	Bayes	Directed
HSPA1L	C10orf111	Bayes	Directed
HSPA1L	AK055022	Bayes	Directed
LRRC37B	SH3GLP1	Bayes	Directed
PHLDB1	ABCA2	Bayes	Directed
PHLDB1	C9orf19	Bayes	Directed
PHLDB1	DNM2	Bayes	Directed
PHLDB1	CLMN	Bayes	Directed
PHLDB1	BEST1	Bayes	Directed
PHLDB1	AK092660	Bayes	Directed
HSS00329692	646113	Bayes	Directed
HSS00329692	PUM2	Bayes	Directed
HSS00329692	FMN2	Bayes	Directed
HSS00329692	HSS00257985	Bayes	Directed
hCT1829585.2	STMN2	Bayes	Directed
hCT1829585.2	PLCXD3	Bayes	Directed
hCT1829585.2	KRT222P	Bayes	Directed
FAT4	TMEM45A	Bayes	Directed
SMPD3	LGR6	Bayes	Directed
SMPD3	ADRA2A	Bayes	Directed
LRP10	Contig33039_RC	Bayes	Directed
LRP10	ERBB2	Bayes	Directed
LRP10	ZFP36L1	Bayes	Directed
LRP10	RHBDF1	Bayes	Directed
LRP10	TLN1	Bayes	Directed
LRP10	BOC	Bayes	Directed
LRP10	PXN	Bayes	Directed
LRP10	ZIC1	Bayes	Directed
GALNT6	Contig39100_RC	Bayes	Directed
CXCL12	KIF26A	Bayes	Directed
ZIC5	KCTD14	Bayes	Directed
FAM114A1	MYOT	Bayes	Directed
CLDN23	C1orf106	Bayes	Directed
hCT19801.2	CAPZA2	Bayes	Directed
SLC16A14	AK095429	Bayes	Directed
AK024528	C14orf43	Bayes	Directed
AK024528	HSS00041008	Bayes	Directed
CRISPLD2	Contig45266	Bayes	Directed
AF130062	ENST00000278622	Bayes	Directed
AF130062	DKK3	Bayes	Directed
AF130062	AK092127	Bayes	Directed
AF130062	PTER	Bayes	Directed
AF130062	C10orf38	Bayes	Directed
AF130062	U90437	Bayes	Directed
AK026778	IGJ	Bayes	Directed
AL832540	ACP6	Bayes	Directed
GAGE7	RAD54L	Bayes	Directed
GAGE7	CXorf48	Bayes	Directed
GAGE7	GAGE3	Bayes	Directed
CDCA5	TPX2	Bayes	Directed
CDCA5	HSG00281288	Bayes	Directed
GMPS	PSME4	Bayes	Directed
OLFM3	SLC16A14	Bayes	Directed
OLFM3	AF131784	Bayes	Directed
OLFM3	MAL2	Bayes	Directed
OLFM3	HS6ST2	Bayes	Directed
OLFM3	ATRNL1	Bayes	Directed
OLFM3	RGL3	Bayes	Directed
MBD5	HSS00136695	Bayes	Directed
BC040181	ASL	Bayes	Directed
BC040181	SPTLC1	Bayes	Directed
AL390214	AF007147	Bayes	Directed
AL390214	AL832858	Bayes	Directed
AL390214	AF035318	Bayes	Directed
Contig46178_RC	339287	Bayes	Directed
KCNJ6	Contig11666_RC	Bayes	Directed
KCNJ6	XM_117397	Bayes	Directed
KCNJ6	346887	Bayes	Directed
KCNJ6	RNF150	Bayes	Directed
EMP2	COLEC12	Bayes	Directed
EMX2	EMX2OS	Bayes	Directed
ABCB4	CTLA4	Bayes	Directed
162073	SLC43A3	Bayes	Directed
162073	LYN	Bayes	Directed
162073	PDPN	Bayes	Directed
162073	PFKFB3	Bayes	Directed
MOV10L1	MICA	Bayes	Directed
MOV10L1	C20orf141	Bayes	Directed
MOV10L1	RPS27	Bayes	Directed
Contig38566_RC	ALOX15	Bayes	Directed
441019	MT2A	Bayes	Directed
441019	MT1L	Bayes	Directed
XM_068803	Contig38604_RC	Bayes	Directed
XM_068803	XM_060467	Bayes	Directed
XM_068803	NKX2-5	Bayes	Directed
XM_068803	VN1R4	Bayes	Directed
KIAA0774	LIMS1	Bayes	Directed
KIAA0774	CAMK1D	Bayes	Directed
KIAA0774	CHRNA7	Bayes	Directed
HSS00013878	VCX2	Bayes	Directed
285962	DUSP5P	Bayes	Directed
285962	TAS2R5	Bayes	Directed
SUSD4	SIDT1	Bayes	Directed
HRK	283454	Bayes	Directed
hCG_1776259	AL832656	Bayes	Directed
hCG_1776259	MSI2	Bayes	Directed
Contig27444_RC	GLT8D4	Bayes	Directed
XM_071222	HSS00056185	Bayes	Directed
XM_071222	HSG00315000	Bayes	Directed
XM_071222	HSF5	Bayes	Directed
XM_071222	TAP2	Bayes	Directed
ZFP28	ENST00000300414	Bayes	Directed
SERHL	SERHL2	Bayes	Directed
CPM	ACSL1	Bayes	Directed
CDCA4	TMSL8	Bayes	Directed
CDCA4	DSC1	Bayes	Directed
C1orf182	ENST00000278232	Bayes	Directed
MALAT1	HSS00156013	Bayes	Directed
MALAT1	NDUFS1	Bayes	Directed
MALAT1	SLC35E2	Bayes	Directed
MALAT1	ISLR2	Bayes	Directed
MALAT1	AL049327	Bayes	Directed
MALAT1	TAF9B	Bayes	Directed
MALAT1	Contig36728_RC	Bayes	Directed
UAP1L1	CRIPAK	Bayes	Directed
PLXNA4A	NLRP14	Bayes	Directed
EFS	286186	Bayes	Directed
EFS	CERCAM	Bayes	Directed
EFS	PLEKHG4	Bayes	Directed
EFS	FAM125B	Bayes	Directed
EFS	COL9A2	Bayes	Directed
EFS	GPRC5B	Bayes	Directed
EFS	NKX2-2	Bayes	Directed
EFS	CHADL	Bayes	Directed
AK054829	AK057857	Bayes	Directed
EBPL	hCT1640922.3	Bayes	Directed
VAMP3	hCT1832870.2	Bayes	Directed
VAMP3	PPIF	Bayes	Directed
VAMP3	Contig32322_RC	Bayes	Directed
VAMP3	PICALM	Bayes	Directed
CLDN11	AF085871	Bayes	Directed
CLDN11	TCP11L2	Bayes	Directed
CLDN11	CCDC150	Bayes	Directed
CLDN11	LIPA	Bayes	Directed
CLDN11	CD9	Bayes	Directed
CLDN11	MTUS1	Bayes	Directed
Contig43664_RC	AF116656	Bayes	Directed
Contig43664_RC	CDR1	Bayes	Directed
Contig43664_RC	DOCK4	Bayes	Directed
Contig43664_RC	HNRNPU	Bayes	Directed
TGFBI	IGFBP4	Bayes	Directed
KIAA1107	NRXN1	Bayes	Directed
SLC16A3	AF085878	Bayes	Directed
RIF1	AK024099	Bayes	Directed
RIF1	CCDC88A	Bayes	Directed
RIF1	MAP7D3	Bayes	Directed
RIF1	HSS00344533	Bayes	Directed
RIF1	SMCHD1	Bayes	Directed
LDHA	KPNA2	Bayes	Directed
LDHA	hCT1970968.1	Bayes	Directed
LDHA	257407	Bayes	Directed
AK021516	HSG00503086	Bayes	Directed
TUBB2A	TUBB3	Bayes	Directed
TUBB2A	TUBA4A	Bayes	Directed
TUBB2A	SLN	Bayes	Directed
HSS0367367.2_rc	HBA2	Bayes	Directed
VGF	SPON2	Bayes	Directed
VGF	NPTX2	Bayes	Directed
VGF	BDNF	Bayes	Directed
GNG2	UBL4A	Bayes	Directed
GNG2	SYNJ1	Bayes	Directed
GNG2	C1QL3	Bayes	Directed
GNG2	HIVEP2	Bayes	Directed
ARG2	FAM62C	Bayes	Directed
GAB1	LRRC1	Bayes	Directed
LRRTM1	AL832820	Bayes	Directed
LRRTM1	IDI2	Bayes	Directed
LRRTM1	399959	Bayes	Directed
XM_210459	HSS00004082	Bayes	Directed
GLI3	GLI3	Bayes	Directed
GLI3	PIPOX	Bayes	Directed
GLI3	KLK10	Bayes	Directed
GLI3	FGD6	Bayes	Directed
GLI3	SALL3	Bayes	Directed
GLI3	PHKA1	Bayes	Directed
HSPA4L	HSP90AA1	Bayes	Directed
HSPA4L	RGS2	Bayes	Directed
Contig15690_RC	AK000802	Bayes	Directed
Contig15690_RC	MAN2A1	Bayes	Directed
