Source Node    	Target Node    	Interaction Source	Interaction Type
MCM7	MCM2	Cell cycle	Not Directed
CTBP1	LEF1	Wnt signaling pathway	Not Directed
EPHA2	RASA1	Axon guidance	Not Directed
HLA-A	KIR3DL3	Antigen processing and presentation	Not Directed
InsP6	PP1-cat	Polyamines metabolism	Not Directed
PTEN	"phosphatidylinositol 3,4,5-trisphosphate = phosphatidylinositol 4,5-bisphosphate + Pi"	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
GNAL	PDC	Olfactory transduction	Not Directed
SP1	CDKN2B	TGF-beta signaling pathway	Not Directed
IFNG	IFNAR1	Natural killer cell mediated cytotoxicity	Not Directed
HHEX	PDX1	Maturity onset diabetes of the young	Not Directed
Erk (MAPK1/3)	p47-phox	Prostaglandin 2 biosynthesis and metabolism	Not Directed
FGFR1	NIP2	Role of PBX in fibroblasts signaling pathways	Not Directed
GJA1	TJP1	Gap junction	Not Directed
NFKB1	IFNB1	Toll-like receptor signaling pathway	Not Directed
MCM6	MCM2	Cell cycle	Not Directed
JAM3	ITGAM	Cell adhesion molecules (CAMs)	Not Directed
TGFB1	ACVR1C	Colorectal cancer	Not Directed
MAP2K1	MAPK1	VEGF signaling pathway	Not Directed
ARHGEF7	ARHGEF1	Regulation of actin cytoskeleton	Not Directed
RXRA	CD36	PPAR signaling pathway	Not Directed
ATG7	ATG7	Regulation of autophagy	Not Directed
PTPN7	MAPK1	MAPK signaling pathway	Not Directed
TJP1	MLLT4	Tight junction	Not Directed
CDC37	HSP90	Urea cycle	Not Directed
RalGEF2	RalA	Tryptophan metabolism	Not Directed
IKBKG	NFKBIA	B cell receptor signaling pathway	Not Directed
ABCC8	CACNA1A	Type II diabetes mellitus	Not Directed
MAML3	RBPJL	Notch signaling pathway	Not Directed
BTC	EGFR	ErbB signaling pathway	Not Directed
JAK1	STAT1	Jak-STAT signaling pathway	Not Directed
HPK1(MAP4K1)	MLK3(MAP3K11)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
GRB2	SOS1	Non-small cell lung cancer	Not Directed
PSEN1	CTNNB1	Wnt signaling pathway	Not Directed
FCER1G	NCR1	Natural killer cell mediated cytotoxicity	Not Directed
VTN	ITGB3	ECM-receptor interaction	Not Directed
INSR	IRS1	Insulin signaling pathway	Not Directed
ITGAL	CD226	Cell adhesion molecules (CAMs)	Not Directed
CDK4	CCND1	Melanoma	Not Directed
CRK	PTK2	Regulation of actin cytoskeleton	Not Directed
PTPN6	IL22RA2	Jak-STAT signaling pathway	Not Directed
KLRD1	KLRC1	Natural killer cell mediated cytotoxicity	Not Directed
ARNTL	NPAS2	Circadian rhythm	Not Directed
RPS6KA4	ATF4	MAPK signaling pathway	Not Directed
Hck	Btk	Pleckstrin homology proteins interactions. Part II	Not Directed
PRKCZ	IRS1	Type II diabetes mellitus	Not Directed
HNF1A	HNF4G	Maturity onset diabetes of the young	Not Directed
CDC45L	MCM4	Cell cycle	Not Directed
CXCL6	IL8RA	Cytokine-cytokine receptor interaction	Not Directed
PREP1	PBX1/PREP1	Role of PBX in fibroblasts signaling pathways	Not Directed
SEMA7A	ITGB1	Axon guidance	Not Directed
CDC42	PAK4	Axon guidance	Not Directed
PAK4	LIMK1	Regulation of actin cytoskeleton	Not Directed
L1CAM	L1CAM	Cell adhesion molecules (CAMs)	Not Directed
F7	F3	Complement and coagulation cascades	Not Directed
PAK4	ARHGEF7	Regulation of actin cytoskeleton	Not Directed
SULT2B1	"17alpha-17-hydroxy-pregn-4-en-3,20-dione + adenosine 3'-phosphate 5'-phosphosulfate = 17alpha-17-hydroxy-pregn-4-en-3,20-dione sulfate + adenosine 3',5'-bisphosphate"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
HLA-A	KIR3DL2	Natural killer cell mediated cytotoxicity	Not Directed
ABI2	NCKAP1	Regulation of actin cytoskeleton	Not Directed
IFN-alpha/beta receptor	Tyk2	Phospholipid metabolism I	Not Directed
ARAF	MAP2K1	Long-term potentiation	Not Directed
MAPK7	GJA1	Gap junction	Not Directed
JAK1	PTPN11	Adipocytokine signaling pathway	Not Directed
AXIN1	APC2	Wnt signaling pathway	Not Directed
CDC42	PAK4	Regulation of actin cytoskeleton	Not Directed
GRM1	GNAQ	Long-term potentiation	Not Directed
RRAS2	ARAF	Regulation of actin cytoskeleton	Not Directed
KRAS	RALGDS	Colorectal cancer	Not Directed
RXRA	LPL	PPAR signaling pathway	Not Directed
EGFR	SHC2	ErbB signaling pathway	Not Directed
Pim-1	NF-kB2 (p100)	Fatty acid oxidation II	Not Directed
CASP3	MAP3K1	MAPK signaling pathway	Not Directed
GRM1	GNA11	Long-term depression	Not Directed
VAV-3	RhoA	Pleckstrin homology proteins interactions. Part I	Not Directed
F2	THBD	Complement and coagulation cascades	Not Directed
IL6ST	OSMR	Cytokine-cytokine receptor interaction	Not Directed
SYK	PIK3R5	Fc epsilon RI signaling pathway	Not Directed
PRKCA	RHOA	Tight junction	Not Directed
MAPK1	MITF	Melanogenesis	Not Directed
FN1	ITGB1	ECM-receptor interaction	Not Directed
IGF-1 receptor	GRB10	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
Caspase-3	Caspase-7	Cholesterol metabolism II	Not Directed
CDK2	p53	TTP metabolism	Not Directed
ICAM2	ITGB2	Cell adhesion molecules (CAMs)	Not Directed
VEGFC	KDR	Cytokine-cytokine receptor interaction	Not Directed
EDA	EDA2R	Cytokine-cytokine receptor interaction	Not Directed
BUB1	BUB3	Cell cycle	Not Directed
IRS-1	PI3K reg class IA	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
PTPRC	FYN	T cell receptor signaling pathway	Not Directed
TP53	SIAH1	Wnt signaling pathway	Not Directed
VAV-1	Rac1	Pleckstrin homology proteins interactions. Part III	Not Directed
CLDN16	INADL	Tight junction	Not Directed
CRK	GCKR(MAP4K5)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
VEGFA	FLT1	Cytokine-cytokine receptor interaction	Not Directed
BMP7	BMPR1B	Cytokine-cytokine receptor interaction	Not Directed
CREBBP	CDKN2B	TGF-beta signaling pathway	Not Directed
IL11	IL11RA	Cytokine-cytokine receptor interaction	Not Directed
IKBKB	NFKBIA	T cell receptor signaling pathway	Not Directed
GRB10	IRS-2	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
RHOA	PTK2	Leukocyte transendothelial migration	Not Directed
MAPK1	JUN	Colorectal cancer	Not Directed
PPP2CA	RPS6KB1	TGF-beta signaling pathway	Not Directed
BUB1B	MAD1L1	Cell cycle	Not Directed
KIR3DL2	PTPN11	Natural killer cell mediated cytotoxicity	Not Directed
Gephyrin	Glycine receptor	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
DBF4	MCM3	Cell cycle	Not Directed
ITGB1	ITGA7	ECM-receptor interaction	Not Directed
GAS1	IHH	Hedgehog signaling pathway	Not Directed
DRD1	GNAS	Gap junction	Not Directed
CSF1	CSF1R	Cytokine-cytokine receptor interaction	Not Directed
PTPRF	IRS1	Insulin signaling pathway	Not Directed
MAX	CCND1	Small cell lung cancer	Not Directed
HSD3B2	"NAD('+) + 3beta-3,21-dihydroxy-pregn-5-en-20-one = NADH + 21-Hydroxy-pregn-4-en-3,20-dione"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
Corticoliberin	CRHR1	Gs-a Specific GPCRs  (in brain)	Not Directed
14-3-3 zeta/delta	Prolactin receptor	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
CARD11	CHUK	T cell receptor signaling pathway	Not Directed
SOS1	SPRY3	Jak-STAT signaling pathway	Not Directed
RAP-1A	RalGDS	Tryptophan metabolism	Not Directed
NIP2	CDC42	Role of PBX in fibroblasts signaling pathways	Not Directed
PKC-alpha	Btk	Isoleucine and valine metabolism	Not Directed
OCLN	OCLN	Tight junction	Not Directed
CDKN1B	CCNE1	Small cell lung cancer	Not Directed
IKBKB	IKBKG	T cell receptor signaling pathway	Not Directed
JUP	LEF1	Acute myeloid leukemia	Not Directed
PDX1	HNF4A	Maturity onset diabetes of the young	Not Directed
CRK	CBLC	Chronic myeloid leukemia	Not Directed
NEUROG3	PAX4	Maturity onset diabetes of the young	Not Directed
MAP3K7	MAP2K3	MAPK signaling pathway	Not Directed
IL6ST	IL6R	Cytokine-cytokine receptor interaction	Not Directed
EGFR	PIK3R5	Glioma	Not Directed
RXRA	SORBS1	PPAR signaling pathway	Not Directed
IRS-4	IRS-2	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
Caspase-3	APP	Phosphatidylinositol metabolism	Not Directed
CFD	CFB	Complement and coagulation cascades	Not Directed
FLT3LG	FLT3	Cytokine-cytokine receptor interaction	Not Directed
17beta-Estradiol	ESR2	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
IL2	IL2RG	Cytokine-cytokine receptor interaction	Not Directed
EGF	EGFR	Non-small cell lung cancer	Not Directed
DBF4	MCM7	Cell cycle	Not Directed
RASGRP1	HRAS	T cell receptor signaling pathway	Not Directed
CNTN2	L1CAM	Cell adhesion molecules (CAMs)	Not Directed
IGF-1 receptor	IRS-1	ATP metabolism	Not Directed
IKBKG	IKBKB	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
PTPN6	ZAP70	T cell receptor signaling pathway	Not Directed
Erk (MAPK1/3)	ETS2	Erk Interactions: Activation and selected Erk targets	Not Directed
PVRL2	CD226	Cell adhesion molecules (CAMs)	Not Directed
YES1	FYN	Adherens junction	Not Directed
EGF	ERBB2	Pancreatic cancer	Not Directed
SKP1A	CDK2	Cell cycle	Not Directed
serotonin extracellular region	HTR7	Gs-a Specific GPCRs  (in brain)	Not Directed
Bcl-6	c-Jun	N-Glycan biosynthesis	Not Directed
NEUROD1	IAPP	Maturity onset diabetes of the young	Not Directed
VWF	GP1BB	ECM-receptor interaction	Not Directed
CD40	CD40LG	Cell adhesion molecules (CAMs)	Not Directed
GNAI1	PLCB1	Melanogenesis	Not Directed
PPARA	SLC27A4	PPAR signaling pathway	Not Directed
11261	NFAT5	B cell receptor signaling pathway	Not Directed
MAP3K7	CCL5	Toll-like receptor signaling pathway	Not Directed
IGF1	RPS6KA6	mTOR signaling pathway	Not Directed
440915	MLLT4	Adherens junction	Not Directed
CHUK	NFKBIA	B cell receptor signaling pathway	Not Directed
PTK2B	VAV3	Leukocyte transendothelial migration	Not Directed
ITK	LCP2	T cell receptor signaling pathway	Not Directed
CADM1	CADM1	Cell adhesion molecules (CAMs)	Not Directed
PPARA	SCP2	PPAR signaling pathway	Not Directed
CrkL	HPK1(MAP4K1)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
MAP3K7IP2	IKBKG	Toll-like receptor signaling pathway	Not Directed
PI3K cat class IB (p110-gamma)	"ATP + phosphatidylinositol 4,5-bisphosphate = ADP + phosphatidylinositol 3,4,5-trisphosphate"	"A2BR signaling via G-protein beta/gamma dimer. Activation of PI3K, PLCB and PLA2"	Not Directed
CDKN1A	CDK4	Cell cycle	Not Directed
"PtdIns(3,4,5)P3"	IRS-2	Phospholipid metabolism II	Not Directed
LEF1	MYC	Colorectal cancer	Not Directed
SRF	ELK4	MAPK signaling pathway	Not Directed
MCM4	MCM3	Cell cycle	Not Directed
SKP1	CDC34	Phospholipid metabolism III	Not Directed
BIRC2	CASP3	Apoptosis	Not Directed
GIT1	PXN	Regulation of actin cytoskeleton	Not Directed
FADD	CASP8	Toll-like receptor signaling pathway	Not Directed
JAB1	JunD	IMP biosynthesis	Not Directed
YKT6	STX8	SNARE interactions in vesicular transport	Not Directed
CCL19	CCR7	Cytokine-cytokine receptor interaction	Not Directed
SPP1	ITGAV	ECM-receptor interaction	Not Directed
RXRA	ACSL1	PPAR signaling pathway	Not Directed
PPARA	RXRA	PPAR signaling pathway	Not Directed
PROS1	F8	Complement and coagulation cascades	Not Directed
FYN	FCER1G	Natural killer cell mediated cytotoxicity	Not Directed
CLDN16	MPDZ	Tight junction	Not Directed
RHOA	ROCK1	TGF-beta signaling pathway	Not Directed
CRY1	NPAS2	Circadian rhythm	Not Directed
PTPN6	CD247	T cell receptor signaling pathway	Not Directed
STAT1	ICAM1	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
SP1	ITGAD	Chondroitin sulfate and dermatan sulfate metabolism	Not Directed
HLA-E	KLRC1	Natural killer cell mediated cytotoxicity	Not Directed
RXRA	SLC27A1	PPAR signaling pathway	Not Directed
TC21	RalGDS	Tryptophan metabolism	Not Directed
HRAS	PIK3R5	Focal adhesion	Not Directed
CRK	RAPGEF1	Renal cell carcinoma	Not Directed
PLCG1	LCP2	T cell receptor signaling pathway	Not Directed
MAPK1	ELK1	GnRH signaling pathway	Not Directed
BMPR2	BMPR1B	Cytokine-cytokine receptor interaction	Not Directed
PPARD	ILK	PPAR signaling pathway	Not Directed
DUSP14	MAPK1	MAPK signaling pathway	Not Directed
MAP2K1	PIK3CA	Glioma	Not Directed
ITGAL	VAV3	Leukocyte transendothelial migration	Not Directed
11261	NFATC4	MAPK signaling pathway	Not Directed
TGF-beta 1	TGF-beta receptor type II	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
JAK1	STAT3	Adipocytokine signaling pathway	Not Directed
EGFR	GRB2	Dorso-ventral axis formation	Not Directed
INSR	CBLC	Insulin signaling pathway	Not Directed
GNA12	RASA2	MAPK signaling pathway	Not Directed
NFKB1	TRAF1	Small cell lung cancer	Not Directed
IL2RG	IL9R	Cytokine-cytokine receptor interaction	Not Directed
NOG	GDF7	TGF-beta signaling pathway	Not Directed
PPARG	RXRA	Thyroid cancer	Not Directed
EGFR	GRB2	Non-small cell lung cancer	Not Directed
NGEF	RHOA	Axon guidance	Not Directed
RAC1	NCF1	Leukocyte transendothelial migration	Not Directed
PRKCA	RAF1	VEGF signaling pathway	Not Directed
11261	NFAT5	Natural killer cell mediated cytotoxicity	Not Directed
LEFTY1	NODAL	TGF-beta signaling pathway	Not Directed
PTPN6	JAK1	Jak-STAT signaling pathway	Not Directed
1.3.1.30	20-hydroxy-pregn-4-en-3-one + NAD(P)H = 5beta-20-hydroxy-pregnan-3-one + NAD(P)('+)	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
FRAP1	EIF4EBP1	Insulin signaling pathway	Not Directed
CTNNB1	LEF1	Thyroid cancer	Not Directed
NF-kB	TRAF1	dCTP/dUTP metabolism	Not Directed
GRAP2	RACK1	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
NSF	SNAP-25	Polyamines metabolism	Not Directed
VCL	ACTN4	Focal adhesion	Not Directed
DBF4	MCM6	Cell cycle	Not Directed
PSEN1	PSENEN	Notch signaling pathway	Not Directed
G-protein beta	G-protein gamma	Chondroitin sulfate and dermatan sulfate metabolism	Not Directed
SERPINC1	F9	Complement and coagulation cascades	Not Directed
AXIN1	CSNK1E	Wnt signaling pathway	Not Directed
SERPINE1	PLAU	Complement and coagulation cascades	Not Directed
ROCK	LIMK2	Glycolysis and gluconeogenesis	Not Directed
ERBB4	ERBB4	ErbB signaling pathway	Not Directed
GSK3B	CTNNB1	Focal adhesion	Not Directed
HRAS	BRAF	Thyroid cancer	Not Directed
GRIA1	GRIN1	Long-term potentiation	Not Directed
STAT3	FIGF	Pancreatic cancer	Not Directed
FAS	FADD	Apoptosis	Not Directed
440915	CTNNA1	Adherens junction	Not Directed
CAMK2A	MAPK1	Long-term potentiation	Not Directed
CARD11	IKBKG	T cell receptor signaling pathway	Not Directed
NFKB1	TNF	Toll-like receptor signaling pathway	Not Directed
CSNK1D	ARNTL	Circadian rhythm	Not Directed
JAK2	STAT3	Erk Interactions: Activation and selected Erk targets	Not Directed
INSR	MAPK1	Type II diabetes mellitus	Not Directed
IFNK	IFNAR2	Cytokine-cytokine receptor interaction	Not Directed
RHOA	440915	Adherens junction	Not Directed
CSNK1D	PER1	Circadian rhythm	Not Directed
PTK2	FARP2	Focal adhesion	Not Directed
PPARA	ACADM	PPAR signaling pathway	Not Directed
PSCDBP	Cytohesin1	Pleckstrin homology proteins interactions. Part II	Not Directed
DBF4	MCM5	Cell cycle	Not Directed
PKC-alpha	GMF	CTP/UTP metabolism	Not Directed
ARNTL	BHLHB3	Circadian rhythm	Not Directed
TP53	CDKN1A	Chronic myeloid leukemia	Not Directed
GRB2	GRAP2	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
BMPR2	BMPR1A	Cytokine-cytokine receptor interaction	Not Directed
SKP1A	CDKN1A	Cell cycle	Not Directed
KLRC1	PTPN11	Natural killer cell mediated cytotoxicity	Not Directed
IL3	CSF2RB	Apoptosis	Not Directed
F11R	ITGAL	Cell adhesion molecules (CAMs)	Not Directed
SELE	GLG1	Cell adhesion molecules (CAMs)	Not Directed
PTPN6	CTNND1	Adherens junction	Not Directed
RAC1	PAK1	Natural killer cell mediated cytotoxicity	Not Directed
N-Ras	PI3K reg class IA (p85)	Aminosugars metabolism	Not Directed
CDC42	N-WASP	Pleckstrin homology proteins interactions. Part III	Not Directed
MAP2K1	MAPK1	Non-small cell lung cancer	Not Directed
MAP2K3	MAPK14	MAPK signaling pathway	Not Directed
ICAM1	Cytohesin1	Tyrosine metabolism	Not Directed
Prostaglandin E2 extracellular region	PGE2R4	Gs-a Specific GPCRs  (in brain)	Not Directed
MAD2L2	ANAPC10	Cell cycle	Not Directed
SOS1	HRAS	Insulin signaling pathway	Not Directed
ACVR1	ACVR2A	Cytokine-cytokine receptor interaction	Not Directed
Aggrecanase-1	Aggrecan	Fatty acid oxidation I	Not Directed
ITGAL	VAV3	Natural killer cell mediated cytotoxicity	Not Directed
MCM5	MCM2	Cell cycle	Not Directed
SOD1	TP53	Amyotrophic lateral sclerosis (ALS)	Not Directed
IFNA1	PSME1	Antigen processing and presentation	Not Directed
C2	C3	Complement and coagulation cascades	Not Directed
SOS1	SPRED1	Jak-STAT signaling pathway	Not Directed
IL2RG	IL2RB	Cytokine-cytokine receptor interaction	Not Directed
TRAF2	MAP3K14	Apoptosis	Not Directed
FOS	IL1B	Toll-like receptor signaling pathway	Not Directed
APP	APOE	Alzheimer's disease	Not Directed
MAPK14	MAPKAPK5	MAPK signaling pathway	Not Directed
GJA1	GJA1	Gap junction	Not Directed
INHBC	ACVR2B	Cytokine-cytokine receptor interaction	Not Directed
A2M	PROC	Complement and coagulation cascades	Not Directed
SMAD2	SMAD4	Colorectal cancer	Not Directed
CBLC	PIK3R5	Chronic myeloid leukemia	Not Directed
MMP14	MMP2	GnRH signaling pathway	Not Directed
CRK	BCAR1	Regulation of actin cytoskeleton	Not Directed
GLI1	WNT16	Hedgehog signaling pathway	Not Directed
SRC	PTK2	ErbB signaling pathway	Not Directed
PDK (PDPK1)	PKC-zeta	Fatty acid synthesis I	Not Directed
(L)-Thyroxine T4 cytosol	Thyroid hormone receptor	Pleckstrin homology proteins interactions. Part I	Not Directed
AKT3	IKBKB	B cell receptor signaling pathway	Not Directed
MKP-7	JNK(MAPK8-10)	Erk Interactions: Activation and selected Erk targets	Not Directed
NCK1	PAK1	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
MAPK1	PLA2G2D	Long-term depression	Not Directed
RXRA	APOA2	PPAR signaling pathway	Not Directed
S5AR1	20-hydroxy-pregn-4-en-3-one + NAD(P)H = 5alpha-20-hydroxy-pregnan-3-one + NAD(P)('+)	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
VEGFA	KDR	VEGF signaling pathway	Not Directed
SMAD4	TFDP1	TGF-beta signaling pathway	Not Directed
SMAD4	CREBBP	TGF-beta signaling pathway	Not Directed
JNK(MAPK8-10)	Bcl-2	Acetylcholine metabolism	Not Directed
OCLN	OCLN	Cell adhesion molecules (CAMs)	Not Directed
"PtdIns(3,4,5)P3"	ARAP3	Pleckstrin homology proteins interactions. Part II	Not Directed
AKT3	FRAP1	Insulin signaling pathway	Not Directed
BAIAP2	DIAPH1	Regulation of actin cytoskeleton	Not Directed
DIAPH1	ARPC5	Regulation of actin cytoskeleton	Not Directed
RAF1	MAP2K1	Focal adhesion	Not Directed
PDGFA	PDGFRA	Glioma	Not Directed
AKT3	FRAP1	ErbB signaling pathway	Not Directed
EGF	ERBB2	Non-small cell lung cancer	Not Directed
CCND1	CDK4	Small cell lung cancer	Not Directed
TGFB1	ACVR1C	MAPK signaling pathway	Not Directed
VAMP1	SNAP25	SNARE interactions in vesicular transport	Not Directed
Bim	Bcl-2	Triacylglycerol metabolism	Not Directed
PPARA	CYP4A11	PPAR signaling pathway	Not Directed
SMAD2	RBL1	TGF-beta signaling pathway	Not Directed
GZMB	CASP3	Natural killer cell mediated cytotoxicity	Not Directed
VAMP4	STX16	SNARE interactions in vesicular transport	Not Directed
70Z-PEP	Csk	Fatty acid synthesis I	Not Directed
ARAF	MAP2K1	Non-small cell lung cancer	Not Directed
RhoA	PLD1	Glycolysis and gluconeogenesis	Not Directed
NCSTN	PSENEN	Notch signaling pathway	Not Directed
EGFR	NCK1	ErbB signaling pathway	Not Directed
BRAF	MAP2K1	Melanoma	Not Directed
KIR3DL1	PTPN11	Natural killer cell mediated cytotoxicity	Not Directed
VEGFB	FLT1	Cytokine-cytokine receptor interaction	Not Directed
TGFBR2	ACVR1C	Chronic myeloid leukemia	Not Directed
SRC	FARP2	Adherens junction	Not Directed
CD70	CD27	Cytokine-cytokine receptor interaction	Not Directed
PTPN6	LAT	Natural killer cell mediated cytotoxicity	Not Directed
VCAM1	alpha-L/beta-2 integrin	Tyrosine metabolism	Not Directed
CGN	TJP3	Tight junction	Not Directed
CNTN2	CNTN2	Cell adhesion molecules (CAMs)	Not Directed
OCLN	TJP1	Tight junction	Not Directed
GAB1	PIK3R5	Renal cell carcinoma	Not Directed
NF1	RRAS2	MAPK signaling pathway	Not Directed
RUNX1	JUP	Acute myeloid leukemia	Not Directed
GRB2	SOS1	Natural killer cell mediated cytotoxicity	Not Directed
Matrilysin (MMP-7)	Alpha-defensin	Phospholipid metabolism I	Not Directed
